;product_id;product_category;care_label;main_prod_cat;log_parse_cat;raw_data;parsed;clean_data;len_raw_clean_text;test_length;rebuild_text;len_rebuild;test_test_pc;test_missing_weight
139;#2839;SWEATER/HOODIE;85% polyester, 15% cotton, 350 g/m2.;SWEATER;True;85% polyester, 15% cotton, 350 g/m2.;{'default': {'Main_0': {'Materials': [{'material_full': 'polyester', 'percentage': 85.0, 'material_class': ['polyester']}, {'material_full': 'cotton', 'percentage': 15.0, 'material_class': ['cotton']}], 'Weight': 350, 'Test_pc': True}}};85% polyester, 15% cotton, 350 g/m2.;36;True;main_0 85% polyester, 15% cotton, 350 g/m2.;43;0;0
140;#2840;TSHIRT;Double interlock fabric;TSHIRT;True;Double interlock fabric;{'default': {}};double interlock fabric;23;False;;0;0;0
141;#2841;TSHIRT;82% cotton, 18% polyester, 280 g/m².;TSHIRT;True;82% cotton, 18% polyester, 280 g/m².;{'default': {'Main_0': {'Materials': [{'material_full': 'cotton', 'percentage': 82.0, 'material_class': ['cotton']}, {'material_full': 'polyester', 'percentage': 18.0, 'material_class': ['polyester']}], 'Weight': 280, 'Test_pc': True}}};82% cotton, 18% polyester, 280 g/m2.;36;True;main_0 82% cotton, 18% polyester, 280 g/m2.;43;0;0
142;#2842;SWEATER/HOODIE;82% cotton, 18% polyester, 280 g/m².;SWEATER;True;82% cotton, 18% polyester, 280 g/m².;{'default': {'Main_0': {'Materials': [{'material_full': 'cotton', 'percentage': 82.0, 'material_class': ['cotton']}, {'material_full': 'polyester', 'percentage': 18.0, 'material_class': ['polyester']}], 'Weight': 280, 'Test_pc': True}}};82% cotton, 18% polyester, 280 g/m2.;36;True;main_0 82% cotton, 18% polyester, 280 g/m2.;43;0;0
143;#2845;SWEATER/HOODIE;Colour: 0400, 9500: 60% cotton, 40% polyester, 400 g/m². Colour 2800: Main: 55% cotton, 45% polyester, 400 g/m².;SWEATER;True;Colour: 0400, 9500: 60% cotton, 40% polyester, 400 g/m². Colour 2800: Main: 55% cotton, 45% polyester, 400 g/m².;{'colour 0400, 9500': {'Main_0': {'Materials': [{'material_full': 'cotton', 'percentage': 60.0, 'material_class': ['cotton']}, {'material_full': 'polyester', 'percentage': 40.0, 'material_class': ['polyester']}], 'Weight': 400, 'Test_pc': True}}, 'colour 2800': {'Main_0': {'Materials': [{'material_full': 'cotton', 'percentage': 55.0, 'material_class': ['cotton']}, {'material_full': 'polyester', 'percentage': 45.0, 'material_class': ['polyester']}], 'Weight': 400, 'Test_pc': True}}};colour 0400, 9500 60% cotton, 40% polyester, 400 g/m2. colour 2800 main 55% cotton, 45% polyester, 400 g/m2.;108;True;colour 0400, 9500: main_0 60% cotton, 40% polyester, 400 g/m2. colour 2800: main_0 55% cotton, 45% polyester, 400 g/m2.;119;0;0
144;#2846;SWEATER/HOODIE;"Colour: 0400, 9500: 60% cotton, 40% polyester, 400 g/m². 
Colour 2800: Main: 55% cotton, 45% polyester, 400 g/m². 
";SWEATER;True;"Colour: 0400, 9500: 60% cotton, 40% polyester, 400 g/m². 
Colour 2800: Main: 55% cotton, 45% polyester, 400 g/m². 
";{'colour 0400, 9500': {'Main_0': {'Materials': [{'material_full': 'cotton', 'percentage': 60.0, 'material_class': ['cotton']}, {'material_full': 'polyester', 'percentage': 40.0, 'material_class': ['polyester']}], 'Weight': 400, 'Test_pc': True}}, 'colour 2800': {'Main_0': {'Materials': [{'material_full': 'cotton', 'percentage': 55.0, 'material_class': ['cotton']}, {'material_full': 'polyester', 'percentage': 45.0, 'material_class': ['polyester']}], 'Weight': 400, 'Test_pc': True}}};colour 0400, 9500 60% cotton, 40% polyester, 400 g/m2. colour 2800 main 55% cotton, 45% polyester, 400 g/m2.;108;True;colour 0400, 9500: main_0 60% cotton, 40% polyester, 400 g/m2. colour 2800: main_0 55% cotton, 45% polyester, 400 g/m2.;119;0;0
145;#2850;SWEATER/HOODIE;"Main: 75% Cotton, 25% Polyester, 280 g/m²
Cuffs: 94% Cotton, 6% Elastane, 400g/m²
 
";SWEATER;True;"Main: 75% Cotton, 25% Polyester, 280 g/m²
Cuffs: 94% Cotton, 6% Elastane, 400g/m²
 
";{'default': {'Main_0': {'Materials': [{'material_full': 'cotton', 'percentage': 75.0, 'material_class': ['cotton']}, {'material_full': 'polyester', 'percentage': 25.0, 'material_class': ['polyester']}], 'Weight': 280, 'Test_pc': True}, 'Cuffs_0': {'Materials': [{'material_full': 'cotton', 'percentage': 94.0, 'material_class': ['cotton']}, {'material_full': 'elastane', 'percentage': 6.0, 'material_class': ['elastane']}], 'Weight': 400, 'Test_pc': True}}};main 75% cotton, 25% polyester, 280 g/m2cuffs 94% cotton, 6% elastane, 400g/m2;78;True;main_0 75% cotton, 25% polyester, 280 g/m2. cuffs_0 94% cotton, 6% elastane, 400 g/m2.;86;0;0
146;#2860;JACKET;50% modacrylic, 30% cotton, 18% polyester, 2% antistatic, 370 g/m².;JACKET;True;50% modacrylic, 30% cotton, 18% polyester, 2% antistatic, 370 g/m².;{'default': {'Main_0': {'Materials': [{'material_full': 'modacrylic', 'percentage': 50.0, 'material_class': ['modacrylic']}, {'material_full': 'cotton', 'percentage': 30.0, 'material_class': ['cotton']}, {'material_full': 'polyester', 'percentage': 18.0, 'material_class': ['polyester']}, {'material_full': 'antistatic', 'percentage': 2.0, 'material_class': ['antistatic']}], 'Weight': 370, 'Test_pc': True}}};50% modacrylic, 30% cotton, 18% polyester, 2% antistatic, 370 g/m2.;67;True;main_0 50% modacrylic, 30% cotton, 18% polyester, 2% antistatic, 370 g/m2.;74;0;0
147;#2861;TSHIRT;60% modacrylic, 38% cotton, 2% Belltron™, 370 g/m².;TSHIRT;True;60% modacrylic, 38% cotton, 2% Belltron™, 370 g/m².;{'default': {'Main_0': {'Materials': [{'material_full': 'modacrylic', 'percentage': 60.0, 'material_class': ['modacrylic']}, {'material_full': 'cotton', 'percentage': 38.0, 'material_class': ['cotton']}, {'material_full': 'belltron', 'percentage': 2.0, 'material_class': ['belltron']}], 'Weight': 370, 'Test_pc': True}}};60% modacrylic, 38% cotton, 2% belltron™, 370 g/m2.;51;True;main_0 60% modacrylic, 38% cotton, 2% belltron, 370 g/m2.;57;0;0
148;#2862;SWEATER/HOODIE;60% modacrylic, 38% cotton, 2% Belltron™, 370 g/m².;SWEATER;True;60% modacrylic, 38% cotton, 2% Belltron™, 370 g/m².;{'default': {'Main_0': {'Materials': [{'material_full': 'modacrylic', 'percentage': 60.0, 'material_class': ['modacrylic']}, {'material_full': 'cotton', 'percentage': 38.0, 'material_class': ['cotton']}, {'material_full': 'belltron', 'percentage': 2.0, 'material_class': ['belltron']}], 'Weight': 370, 'Test_pc': True}}};60% modacrylic, 38% cotton, 2% belltron™, 370 g/m2.;51;True;main_0 60% modacrylic, 38% cotton, 2% belltron, 370 g/m2.;57;0;0
149;#2863;TSHIRT;60% modacrylic, 37% cotton, 3% Belltron™, 370 g/m².;TSHIRT;True;60% modacrylic, 37% cotton, 3% Belltron™, 370 g/m².;{'default': {'Main_0': {'Materials': [{'material_full': 'modacrylic', 'percentage': 60.0, 'material_class': ['modacrylic']}, {'material_full': 'cotton', 'percentage': 37.0, 'material_class': ['cotton']}, {'material_full': 'belltron', 'percentage': 3.0, 'material_class': ['belltron']}], 'Weight': 370, 'Test_pc': True}}};60% modacrylic, 37% cotton, 3% belltron™, 370 g/m2.;51;True;main_0 60% modacrylic, 37% cotton, 3% belltron, 370 g/m2.;57;0;0
150;#2864;TSHIRT;60% modacrylic, 37% cotton, 3% Belltron™, 370 g/m².;TSHIRT;True;60% modacrylic, 37% cotton, 3% Belltron™, 370 g/m².;{'default': {'Main_0': {'Materials': [{'material_full': 'modacrylic', 'percentage': 60.0, 'material_class': ['modacrylic']}, {'material_full': 'cotton', 'percentage': 37.0, 'material_class': ['cotton']}, {'material_full': 'belltron', 'percentage': 3.0, 'material_class': ['belltron']}], 'Weight': 370, 'Test_pc': True}}};60% modacrylic, 37% cotton, 3% belltron™, 370 g/m2.;51;True;main_0 60% modacrylic, 37% cotton, 3% belltron, 370 g/m2.;57;0;0
151;#2865;SWEATER/HOODIE;60% modacrylic, 37% cotton, 3% Belltron™, 370 g/m².;SWEATER;True;60% modacrylic, 37% cotton, 3% Belltron™, 370 g/m².;{'default': {'Main_0': {'Materials': [{'material_full': 'modacrylic', 'percentage': 60.0, 'material_class': ['modacrylic']}, {'material_full': 'cotton', 'percentage': 37.0, 'material_class': ['cotton']}, {'material_full': 'belltron', 'percentage': 3.0, 'material_class': ['belltron']}], 'Weight': 370, 'Test_pc': True}}};60% modacrylic, 37% cotton, 3% belltron™, 370 g/m2.;51;True;main_0 60% modacrylic, 37% cotton, 3% belltron, 370 g/m2.;57;0;0
152;#2867;TSHIRT;60% modacrylic, 38% cotton, 2% Belltron™, 370 g/m2.;TSHIRT;True;60% modacrylic, 38% cotton, 2% Belltron™, 370 g/m2.;{'default': {'Main_0': {'Materials': [{'material_full': 'modacrylic', 'percentage': 60.0, 'material_class': ['modacrylic']}, {'material_full': 'cotton', 'percentage': 38.0, 'material_class': ['cotton']}, {'material_full': 'belltron', 'percentage': 2.0, 'material_class': ['belltron']}], 'Weight': 370, 'Test_pc': True}}};60% modacrylic, 38% cotton, 2% belltron™, 370 g/m2.;51;True;main_0 60% modacrylic, 38% cotton, 2% belltron, 370 g/m2.;57;0;0
153;#2869;TSHIRT;60% cotton, 37% modacrylic FR, 3% Belltron™, 370 g/m2.;TSHIRT;True;60% cotton, 37% modacrylic FR, 3% Belltron™, 370 g/m2.;{'default': {'Main_0': {'Materials': [{'material_full': 'cotton', 'percentage': 60.0, 'material_class': ['cotton']}, {'material_full': 'modacrylic fr', 'percentage': 37.0, 'material_class': ['modacrylic']}, {'material_full': 'belltron', 'percentage': 3.0, 'material_class': ['belltron']}], 'Weight': 370, 'Test_pc': True}}};60% cotton, 37% modacrylic fr, 3% belltron™, 370 g/m2.;54;True;main_0 60% cotton, 37% modacrylic fr, 3% belltron, 370 g/m2.;60;0;0
154;#2876;TSHIRT;60% modacrylic, 37% cotton, 3% Belltron™, 370 g/m².;TSHIRT;True;60% modacrylic, 37% cotton, 3% Belltron™, 370 g/m².;{'default': {'Main_0': {'Materials': [{'material_full': 'modacrylic', 'percentage': 60.0, 'material_class': ['modacrylic']}, {'material_full': 'cotton', 'percentage': 37.0, 'material_class': ['cotton']}, {'material_full': 'belltron', 'percentage': 3.0, 'material_class': ['belltron']}], 'Weight': 370, 'Test_pc': True}}};60% modacrylic, 37% cotton, 3% belltron™, 370 g/m2.;51;True;main_0 60% modacrylic, 37% cotton, 3% belltron, 370 g/m2.;57;0;0
155;#2877;SWEATER/HOODIE;"Col 0400 and 2800: 82% cotton, 18% polyester. 
Col 4500: 64% cotton, 36% polyester, 280 g/m2.
2X2 Rib: 97% cotton, 3% elastane, 380 g/m2.
";SWEATER;True;"Col 0400 and 2800: 82% cotton, 18% polyester. 
Col 4500: 64% cotton, 36% polyester, 280 g/m2.
2X2 Rib: 97% cotton, 3% elastane, 380 g/m2.
";{'col 0400': {'Main_0': {'Materials': [{'material_full': 'cotton', 'percentage': 82.0, 'material_class': ['cotton']}, {'material_full': 'polyester', 'percentage': 18.0, 'material_class': ['polyester']}], 'Weight': None, 'Test_pc': True}}, 'col 4500': {'Main_0': {'Materials': [{'material_full': 'cotton', 'percentage': 64.0, 'material_class': ['cotton']}, {'material_full': 'polyester', 'percentage': 36.0, 'material_class': ['polyester']}], 'Weight': 280, 'Test_pc': True}, '2x2 rib_0': {'Materials': [{'material_full': 'cotton', 'percentage': 97.0, 'material_class': ['cotton']}, {'material_full': 'elastane', 'percentage': 3.0, 'material_class': ['elastane']}], 'Weight': 380, 'Test_pc': True}}};col 0400 and 2800 82% cotton, 18% polyester. col 4500 64% cotton, 36% polyester, 280 g/m2.2x2 rib 97% cotton, 3% elastane, 380 g/m2.;132;True;col 0400: main_0 82% cotton, 18% polyester. col 4500: main_0 64% cotton, 36% polyester, 280 g/m2. 2x2 rib_0 97% cotton, 3% elastane, 380 g/m2.;142;0;1
156;#2880;SWEATER/HOODIE;"Colour 0400, 0600, 4000 and 9500: 82% Cotton, 18% Polyester, 280 g/m2.
Colour 3400: 64% Cotton, 36% Polyester, 280 g/m2.
Colour 2800: 82% Cotton, 18% Polyester, 280 g/m2.";SWEATER;True;"Colour 0400, 0600, 4000 and 9500: 82% Cotton, 18% Polyester, 280 g/m2.
Colour 3400: 64% Cotton, 36% Polyester, 280 g/m2.
Colour 2800: 82% Cotton, 18% Polyester, 280 g/m2.";{'colour 0400, 0600, 4000': {'Main_0': {'Materials': [{'material_full': 'cotton', 'percentage': 82.0, 'material_class': ['cotton']}, {'material_full': 'polyester', 'percentage': 18.0, 'material_class': ['polyester']}], 'Weight': 280, 'Test_pc': True}}, 'colour 3400': {'Main_0': {'Materials': [{'material_full': 'cotton', 'percentage': 64.0, 'material_class': ['cotton']}, {'material_full': 'polyester', 'percentage': 36.0, 'material_class': ['polyester']}], 'Weight': 280, 'Test_pc': True}}, 'colour 2800': {'Main_0': {'Materials': [{'material_full': 'cotton', 'percentage': 82.0, 'material_class': ['cotton']}, {'material_full': 'polyester', 'percentage': 18.0, 'material_class': ['polyester']}], 'Weight': 280, 'Test_pc': True}}};colour 0400, 0600, 4000 and 9500 82% cotton, 18% polyester, 280 g/m2.colour 3400 64% cotton, 36% polyester, 280 g/m2.colour 2800 82% cotton, 18% polyester, 280 g/m2.;165;True;colour 0400, 0600, 4000: main_0 82% cotton, 18% polyester, 280 g/m2. colour 3400: main_0 64% cotton, 36% polyester, 280 g/m2. colour 2800: main_0 82% cotton, 18% polyester, 280 g/m2.;182;0;0
157;#2881;SWEATER/HOODIE;"Colour 0400, 0600, 4000 and 9500: 82% Cotton, 18% Polyester, 280 g/m2.
Colour 3400: 64% Cotton, 36% Polyester, 280 g/m2.
Colour 2800: 82% Cotton, 18% Polyester, 280 g/m2.";SWEATER;True;"Colour 0400, 0600, 4000 and 9500: 82% Cotton, 18% Polyester, 280 g/m2.
Colour 3400: 64% Cotton, 36% Polyester, 280 g/m2.
Colour 2800: 82% Cotton, 18% Polyester, 280 g/m2.";{'colour 0400, 0600, 4000': {'Main_0': {'Materials': [{'material_full': 'cotton', 'percentage': 82.0, 'material_class': ['cotton']}, {'material_full': 'polyester', 'percentage': 18.0, 'material_class': ['polyester']}], 'Weight': 280, 'Test_pc': True}}, 'colour 3400': {'Main_0': {'Materials': [{'material_full': 'cotton', 'percentage': 64.0, 'material_class': ['cotton']}, {'material_full': 'polyester', 'percentage': 36.0, 'material_class': ['polyester']}], 'Weight': 280, 'Test_pc': True}}, 'colour 2800': {'Main_0': {'Materials': [{'material_full': 'cotton', 'percentage': 82.0, 'material_class': ['cotton']}, {'material_full': 'polyester', 'percentage': 18.0, 'material_class': ['polyester']}], 'Weight': 280, 'Test_pc': True}}};colour 0400, 0600, 4000 and 9500 82% cotton, 18% polyester, 280 g/m2.colour 3400 64% cotton, 36% polyester, 280 g/m2.colour 2800 82% cotton, 18% polyester, 280 g/m2.;165;True;colour 0400, 0600, 4000: main_0 82% cotton, 18% polyester, 280 g/m2. colour 3400: main_0 64% cotton, 36% polyester, 280 g/m2. colour 2800: main_0 82% cotton, 18% polyester, 280 g/m2.;182;0;0
158;#2882;TSHIRT;"Colours 0400, 0600, 4000, 9500: 82% Cotton, 18% Polyester, 280 g/m2.
Colour 3400: 64% Cotton, 36% Polyester, 280 g/m2.
Colour 2800: 82% Cotton, 18% Polyester, 280 g/m2.";TSHIRT;True;"Colours 0400, 0600, 4000, 9500: 82% Cotton, 18% Polyester, 280 g/m2.
Colour 3400: 64% Cotton, 36% Polyester, 280 g/m2.
Colour 2800: 82% Cotton, 18% Polyester, 280 g/m2.";{'colours 0400, 0600, 4000, 9500': {'Main_0': {'Materials': [{'material_full': 'cotton', 'percentage': 82.0, 'material_class': ['cotton']}, {'material_full': 'polyester', 'percentage': 18.0, 'material_class': ['polyester']}], 'Weight': 280, 'Test_pc': True}}, 'colour 3400': {'Main_0': {'Materials': [{'material_full': 'cotton', 'percentage': 64.0, 'material_class': ['cotton']}, {'material_full': 'polyester', 'percentage': 36.0, 'material_class': ['polyester']}], 'Weight': 280, 'Test_pc': True}}, 'colour 2800': {'Main_0': {'Materials': [{'material_full': 'cotton', 'percentage': 82.0, 'material_class': ['cotton']}, {'material_full': 'polyester', 'percentage': 18.0, 'material_class': ['polyester']}], 'Weight': 280, 'Test_pc': True}}};colours 0400, 0600, 4000, 9500 82% cotton, 18% polyester, 280 g/m2.colour 3400 64% cotton, 36% polyester, 280 g/m2.colour 2800 82% cotton, 18% polyester, 280 g/m2.;163;True;colours 0400, 0600, 4000, 9500: main_0 82% cotton, 18% polyester, 280 g/m2. colour 3400: main_0 64% cotton, 36% polyester, 280 g/m2. colour 2800: main_0 82% cotton, 18% polyester, 280 g/m2.;189;0;0
159;#2886;JACKET;Colours 0400, 1600, 3900, 9500: 60% cotton, 40% polyester, 400 g/m². Colour 2800: 55% cotton, 45% polyester, 400 g/m².;JACKET;True;Colours 0400, 1600, 3900, 9500: 60% cotton, 40% polyester, 400 g/m². Colour 2800: 55% cotton, 45% polyester, 400 g/m².;{'colours 0400, 1600, 3900, 9500': {'Main_0': {'Materials': [{'material_full': 'cotton', 'percentage': 60.0, 'material_class': ['cotton']}, {'material_full': 'polyester', 'percentage': 40.0, 'material_class': ['polyester']}], 'Weight': 400, 'Test_pc': True}}, 'colour 2800': {'Main_0': {'Materials': [{'material_full': 'cotton', 'percentage': 55.0, 'material_class': ['cotton']}, {'material_full': 'polyester', 'percentage': 45.0, 'material_class': ['polyester']}], 'Weight': 400, 'Test_pc': True}}};colours 0400, 1600, 3900, 9500 60% cotton, 40% polyester, 400 g/m2. colour 2800 55% cotton, 45% polyester, 400 g/m2.;116;True;colours 0400, 1600, 3900, 9500: main_0 60% cotton, 40% polyester, 400 g/m2. colour 2800: main_0 55% cotton, 45% polyester, 400 g/m2.;132;0;0
160;#2887;JACKET;Colour 0400, 1604, 3904, 9504: 60% cotton, 40% polyester, 400 g/m². Colour 2804: Main: 55% cotton, 45% polyester, 400 g/m². Contrast: 60% cotton, 40% polyester, 400 g/m².;JACKET;True;Colour 0400, 1604, 3904, 9504: 60% cotton, 40% polyester, 400 g/m². Colour 2804: Main: 55% cotton, 45% polyester, 400 g/m². Contrast: 60% cotton, 40% polyester, 400 g/m².;{'colour 0400, 1604, 3904, 9504': {'Main_0': {'Materials': [{'material_full': 'cotton', 'percentage': 60.0, 'material_class': ['cotton']}, {'material_full': 'polyester', 'percentage': 40.0, 'material_class': ['polyester']}], 'Weight': 400, 'Test_pc': True}}, 'colour 2804': {'Main_0': {'Materials': [{'material_full': 'cotton', 'percentage': 55.0, 'material_class': ['cotton']}, {'material_full': 'polyester', 'percentage': 45.0, 'material_class': ['polyester']}], 'Weight': 400, 'Test_pc': True}, 'Contrast_0': {'Materials': [{'material_full': 'cotton', 'percentage': 60.0, 'material_class': ['cotton']}, {'material_full': 'polyester', 'percentage': 40.0, 'material_class': ['polyester']}], 'Weight': 400, 'Test_pc': True}}};colour 0400, 1604, 3904, 9504 60% cotton, 40% polyester, 400 g/m2. colour 2804 main 55% cotton, 45% polyester, 400 g/m2. contrast 60% cotton, 40% polyester, 400 g/m2.;166;True;colour 0400, 1604, 3904, 9504: main_0 60% cotton, 40% polyester, 400 g/m2. colour 2804: main_0 55% cotton, 45% polyester, 400 g/m2. contrast_0 60% cotton, 40% polyester, 400 g/m2.;179;0;0
161;#2888;SWEATER/HOODIE;Colour 0400, 1604, 3904, 9504: 60% cotton, 40% polyester, 400 g/m². Colour 2804: Main: 55% cotton, 45% polyester, 400 g/m².Contrast: 60% cotton, 40% polyester, 400 g/m².;SWEATER;True;Colour 0400, 1604, 3904, 9504: 60% cotton, 40% polyester, 400 g/m². Colour 2804: Main: 55% cotton, 45% polyester, 400 g/m².Contrast: 60% cotton, 40% polyester, 400 g/m².;{'colour 0400, 1604, 3904, 9504': {'Main_0': {'Materials': [{'material_full': 'cotton', 'percentage': 60.0, 'material_class': ['cotton']}, {'material_full': 'polyester', 'percentage': 40.0, 'material_class': ['polyester']}], 'Weight': 400, 'Test_pc': True}}, 'colour 2804': {'Main_0': {'Materials': [{'material_full': 'cotton', 'percentage': 55.0, 'material_class': ['cotton']}, {'material_full': 'polyester', 'percentage': 45.0, 'material_class': ['polyester']}], 'Weight': 400, 'Test_pc': True}, 'Contrast_0': {'Materials': [{'material_full': 'cotton', 'percentage': 60.0, 'material_class': ['cotton']}, {'material_full': 'polyester', 'percentage': 40.0, 'material_class': ['polyester']}], 'Weight': 400, 'Test_pc': True}}};colour 0400, 1604, 3904, 9504 60% cotton, 40% polyester, 400 g/m2. colour 2804 main 55% cotton, 45% polyester, 400 g/m2.contrast 60% cotton, 40% polyester, 400 g/m2.;165;True;colour 0400, 1604, 3904, 9504: main_0 60% cotton, 40% polyester, 400 g/m2. colour 2804: main_0 55% cotton, 45% polyester, 400 g/m2. contrast_0 60% cotton, 40% polyester, 400 g/m2.;179;0;0
162;#2889;SWEATER/HOODIE;Colour: 0400, 1604, 3904, 9504: 60% cotton, 40% polyester, 400 g/m². Colour 2804: Main: 55% cotton, 45% polyester, 400 g/m².Contrast: 60% cotton, 40% polyester, 400 g/m².;SWEATER;True;Colour: 0400, 1604, 3904, 9504: 60% cotton, 40% polyester, 400 g/m². Colour 2804: Main: 55% cotton, 45% polyester, 400 g/m².Contrast: 60% cotton, 40% polyester, 400 g/m².;{'colour 0400, 1604, 3904, 9504': {'Main_0': {'Materials': [{'material_full': 'cotton', 'percentage': 60.0, 'material_class': ['cotton']}, {'material_full': 'polyester', 'percentage': 40.0, 'material_class': ['polyester']}], 'Weight': 400, 'Test_pc': True}}, 'colour 2804': {'Main_0': {'Materials': [{'material_full': 'cotton', 'percentage': 55.0, 'material_class': ['cotton']}, {'material_full': 'polyester', 'percentage': 45.0, 'material_class': ['polyester']}], 'Weight': 400, 'Test_pc': True}, 'Contrast_0': {'Materials': [{'material_full': 'cotton', 'percentage': 60.0, 'material_class': ['cotton']}, {'material_full': 'polyester', 'percentage': 40.0, 'material_class': ['polyester']}], 'Weight': 400, 'Test_pc': True}}};colour 0400, 1604, 3904, 9504 60% cotton, 40% polyester, 400 g/m2. colour 2804 main 55% cotton, 45% polyester, 400 g/m2.contrast 60% cotton, 40% polyester, 400 g/m2.;165;True;colour 0400, 1604, 3904, 9504: main_0 60% cotton, 40% polyester, 400 g/m2. colour 2804: main_0 55% cotton, 45% polyester, 400 g/m2. contrast_0 60% cotton, 40% polyester, 400 g/m2.;179;0;0
163;#2890;SWEATER/HOODIE;"Colour 0400, 9500: 60% cotton, 40% polyester, 400 g/m².
Colour 2800: 55% cotton, 45% polyester, 400 g/m².";SWEATER;True;"Colour 0400, 9500: 60% cotton, 40% polyester, 400 g/m².
Colour 2800: 55% cotton, 45% polyester, 400 g/m².";{'colour 0400, 9500': {'Main_0': {'Materials': [{'material_full': 'cotton', 'percentage': 60.0, 'material_class': ['cotton']}, {'material_full': 'polyester', 'percentage': 40.0, 'material_class': ['polyester']}], 'Weight': 400, 'Test_pc': True}}, 'colour 2800': {'Main_0': {'Materials': [{'material_full': 'cotton', 'percentage': 55.0, 'material_class': ['cotton']}, {'material_full': 'polyester', 'percentage': 45.0, 'material_class': ['polyester']}], 'Weight': 400, 'Test_pc': True}}};colour 0400, 9500 60% cotton, 40% polyester, 400 g/m2.colour 2800 55% cotton, 45% polyester, 400 g/m2.;102;True;colour 0400, 9500: main_0 60% cotton, 40% polyester, 400 g/m2. colour 2800: main_0 55% cotton, 45% polyester, 400 g/m2.;119;0;0
164;#2892;TSHIRT;"Col 0400, 2800 and 3100: 82% cotton, 18% polyester. 
Col 4500: 64% cotton, 36% polyester, 280 g/m2.
2X2 Rib: 97% cotton, 3% elastane, 380 g/m2.
";TSHIRT;True;"Col 0400, 2800 and 3100: 82% cotton, 18% polyester. 
Col 4500: 64% cotton, 36% polyester, 280 g/m2.
2X2 Rib: 97% cotton, 3% elastane, 380 g/m2.
";{'col 0400, 2800': {'Main_0': {'Materials': [{'material_full': 'cotton', 'percentage': 82.0, 'material_class': ['cotton']}, {'material_full': 'polyester', 'percentage': 18.0, 'material_class': ['polyester']}], 'Weight': None, 'Test_pc': True}}, 'col 4500': {'Main_0': {'Materials': [{'material_full': 'cotton', 'percentage': 64.0, 'material_class': ['cotton']}, {'material_full': 'polyester', 'percentage': 36.0, 'material_class': ['polyester']}], 'Weight': 280, 'Test_pc': True}, '2x2 rib_0': {'Materials': [{'material_full': 'cotton', 'percentage': 97.0, 'material_class': ['cotton']}, {'material_full': 'elastane', 'percentage': 3.0, 'material_class': ['elastane']}], 'Weight': 380, 'Test_pc': True}}};col 0400, 2800 and 3100 82% cotton, 18% polyester. col 4500 64% cotton, 36% polyester, 280 g/m2.2x2 rib 97% cotton, 3% elastane, 380 g/m2.;138;True;col 0400, 2800: main_0 82% cotton, 18% polyester. col 4500: main_0 64% cotton, 36% polyester, 280 g/m2. 2x2 rib_0 97% cotton, 3% elastane, 380 g/m2.;148;0;1
165;#2894;SWEATER/HOODIE;"Col 0400, 2800 and 3100: 82% cotton, 18% polyester. 
Col 4500: 64% cotton, 36% polyester, 280 g/m2.
2X2 Rib: 97% cotton, 3% elastane, 380 g/m2.
";SWEATER;True;"Col 0400, 2800 and 3100: 82% cotton, 18% polyester. 
Col 4500: 64% cotton, 36% polyester, 280 g/m2.
2X2 Rib: 97% cotton, 3% elastane, 380 g/m2.
";{'col 0400, 2800': {'Main_0': {'Materials': [{'material_full': 'cotton', 'percentage': 82.0, 'material_class': ['cotton']}, {'material_full': 'polyester', 'percentage': 18.0, 'material_class': ['polyester']}], 'Weight': None, 'Test_pc': True}}, 'col 4500': {'Main_0': {'Materials': [{'material_full': 'cotton', 'percentage': 64.0, 'material_class': ['cotton']}, {'material_full': 'polyester', 'percentage': 36.0, 'material_class': ['polyester']}], 'Weight': 280, 'Test_pc': True}, '2x2 rib_0': {'Materials': [{'material_full': 'cotton', 'percentage': 97.0, 'material_class': ['cotton']}, {'material_full': 'elastane', 'percentage': 3.0, 'material_class': ['elastane']}], 'Weight': 380, 'Test_pc': True}}};col 0400, 2800 and 3100 82% cotton, 18% polyester. col 4500 64% cotton, 36% polyester, 280 g/m2.2x2 rib 97% cotton, 3% elastane, 380 g/m2.;138;True;col 0400, 2800: main_0 82% cotton, 18% polyester. col 4500: main_0 64% cotton, 36% polyester, 280 g/m2. 2x2 rib_0 97% cotton, 3% elastane, 380 g/m2.;148;0;1
